enemy_marines,predictor_marines,reward,enemy_minerals,enemy_gas,enemy_workers,enemy_military_units,enemy_buildings,enemy_attack_time,enemy_strategy,enemy_damage_inflicted,enemy_opponent_resources,enemy_result
3,5,-1,50,0,12,0,1,[7168],defense,1582,0,0
6,5,1,50,0,12,0,1,[9216],defense,41,0,1
3,7,1,50,0,12,0,1,[6144],defense,0,0,1
9,10,-1,50,0,12,0,1,[12288],attack,2124,0,0
5,1,1,50,0,12,0,1,[8192],defense,0,0,1
3,6,-1,50,0,12,0,1,[10240],defense,1939,0,0
4,8,1,50,0,12,0,1,[10240],defense,40,0,1
5,5,-1,50,0,12,0,1,[8192],defense,1901,0,0
7,5,1,50,0,12,0,1,[11264],attack,754,0,1
6,3,1,50,0,12,0,1,[9216],defense,0,0,1
4,2,1,50,0,12,0,1,[7168],defense,61,0,1
8,4,1,50,0,12,0,1,[13312],attack,36,0,1
7,1,1,50,0,12,0,1,[9216],defense,0,0,1
8,8,1,50,0,12,0,1,[12288],attack,157,0,1
7,4,1,50,0,12,0,1,[12288],attack,0,0,1
2,10,-1,50,0,12,0,1,[5120],defense,240,0,0
2,5,-1,50,0,12,0,1,[5120],defense,900,0,0
9,5,1,50,0,12,0,1,[12288],attack,105,0,1
3,10,-1,50,0,12,0,1,[8192],defense,2031,0,0
3,5,1,50,0,12,0,1,[7168],defense,59,0,1
1,7,-1,50,0,12,0,1,[5120],defense,325,0,0
5,1,1,50,0,12,0,1,[8192],defense,0,0,1
10,8,1,50,0,12,0,1,[13312],attack,187,0,1
3,5,-1,50,0,12,0,1,[8192],defense,2157,0,0
3,8,-1,50,0,12,0,1,[7168],defense,195,0,0
9,10,-1,50,0,12,0,1,[13312],attack,1148,0,0
1,4,-1,50,0,12,0,1,[5120],defense,1363,0,0
10,7,1,50,0,12,0,1,[14336],attack,0,0,1
9,4,1,50,0,12,0,1,[14336],attack,85,0,1
7,4,-1,50,0,12,0,1,[12288],attack,84,0,0
9,9,1,50,0,12,0,1,[13312],attack,160,0,1
9,4,1,50,0,12,0,1,[12288],attack,23,0,1
6,10,-1,50,0,12,0,1,[11264],attack,1869,0,0
8,10,-1,50,0,12,0,1,[12288],attack,167,0,0
3,6,-1,50,0,12,0,1,[7168],defense,580,0,0
9,3,1,50,0,12,0,1,[14336],attack,159,0,1
10,3,1,50,0,12,0,1,[14336],attack,0,0,1
6,4,1,50,0,12,0,1,[11264],attack,58,0,1
9,3,1,50,0,12,0,1,[10240],attack,4,0,1
4,4,-1,50,0,12,0,1,[8192],defense,1062,0,0
6,10,-1,50,0,12,0,1,[12288],attack,213,0,0
9,4,1,50,0,12,0,1,[12288],attack,296,0,1
4,5,-1,50,0,12,0,1,[7168],defense,534,0,0
9,8,1,50,0,12,0,1,[11264],attack,120,0,1
3,8,-1,50,0,12,0,1,[7168],defense,86,0,0
2,10,-1,50,0,12,0,1,[9216],defense,414,0,0
8,4,1,50,0,12,0,1,[11264],attack,0,0,1
8,3,1,50,0,12,0,1,[12288],attack,0,0,1
7,7,-1,50,0,12,0,1,[11264],attack,122,0,0
8,10,-1,50,0,12,0,1,[12288],attack,1169,0,0
4,10,-1,50,0,12,0,1,[7168],defense,2309,0,0
9,2,1,50,0,12,0,1,[10240],attack,1245,0,1
8,7,1,50,0,12,0,1,[11264],attack,136,0,1
4,1,1,50,0,12,0,1,[8192],defense,0,0,1
8,9,-1,50,0,12,0,1,[12288],attack,1051,0,0
9,1,1,50,0,12,0,1,[14336],attack,66,0,1
10,3,1,50,0,12,0,1,[14336],attack,0,0,1
7,10,-1,50,0,12,0,1,[13312],attack,357,0,0
4,7,1,50,0,12,0,1,[6144],defense,130,0,1
4,3,-1,50,0,12,0,1,[10240],attack,847,0,0
2,5,-1,50,0,12,0,1,[7168],defense,2448,0,0
9,3,1,50,0,12,0,1,[14336],attack,0,0,1
10,2,1,50,0,12,0,1,[14336],attack,128,0,1
4,8,1,50,0,12,0,1,[10240],attack,770,0,1
3,7,1,50,0,12,0,1,[10240],attack,161,0,1
9,4,1,50,0,12,0,1,[14336],attack,68,0,1
9,5,1,50,0,12,0,1,[10240],attack,11,0,1
2,7,1,50,0,12,0,1,[6144],defense,0,0,1
4,4,1,50,0,12,0,1,[8192],defense,0,0,1
5,9,-1,50,0,12,0,1,[7168],defense,320,0,0
9,1,1,50,0,12,0,1,[14336],attack,0,0,1
1,7,-1,50,0,12,0,1,[6144],defense,1300,0,0
9,2,1,50,0,12,0,1,[12288],attack,0,0,1
9,10,-1,50,0,12,0,1,[10240],attack,267,0,0
2,7,-1,50,0,12,0,1,[6144],defense,934,0,0
8,4,1,50,0,12,0,1,[11264],attack,200,0,1
10,5,1,50,0,12,0,1,[14336],attack,0,0,1
1,7,-1,50,0,12,0,1,[5120],defense,361,0,0
4,9,1,50,0,12,0,1,[9216],defense,0,0,1
2,8,-1,50,0,12,0,1,[5120],defense,404,0,0
9,9,-1,50,0,12,0,1,[13312],attack,152,0,0
4,5,-1,50,0,12,0,1,[14336],defense,69,0,0
3,6,-1,50,0,12,0,1,[5120],defense,1327,0,0
3,1,1,50,0,12,0,1,[10240],defense,0,0,1
2,9,-1,50,0,12,0,1,[7168],defense,0,0,0
9,8,1,50,0,12,0,1,[12288],attack,29,0,1
10,8,1,50,0,12,0,1,[13312],attack,0,0,1
8,1,1,50,0,12,0,1,[11264],attack,0,0,1
9,5,1,50,0,12,0,1,[10240],attack,84,0,1
7,9,1,50,0,12,0,1,[12288],attack,142,0,1
8,8,1,50,0,12,0,1,[11264],attack,1059,0,1
4,2,-1,50,0,12,0,1,[8192],defense,1158,0,0
3,5,-1,50,0,12,0,1,[7168],defense,907,0,0
5,8,1,50,0,12,0,1,[7168],defense,95,0,1
5,5,1,50,0,12,0,1,[7168],defense,0,0,1
6,9,1,50,0,12,0,1,[12288],attack,100,0,1
2,7,-1,50,0,12,0,1,[6144],defense,1663,0,0
9,10,-1,50,0,12,0,1,[12288],attack,223,0,0
8,10,-1,50,0,12,0,1,[12288],attack,1482,0,0
7,1,1,50,0,12,0,1,[10240],attack,31,0,1
8,7,1,50,0,12,0,1,[10240],attack,81,0,1
7,4,1,50,0,12,0,1,[11264],attack,121,0,1
8,7,1,50,0,12,0,1,[14336],attack,72,0,1
8,10,-1,50,0,12,0,1,[13312],attack,280,0,0
6,1,1,50,0,12,0,1,[9216],defense,0,0,1
8,9,-1,50,0,12,0,1,[12288],attack,627,0,0
7,7,-1,50,0,12,0,1,[10240],attack,827,0,0
1,7,-1,50,0,12,0,1,[5120],defense,285,0,0
8,10,-1,50,0,12,0,1,[13312],attack,459,0,0
7,7,-1,50,0,12,0,1,[12288],attack,588,0,0
5,1,1,50,0,12,0,1,[10240],attack,77,0,1
9,3,1,50,0,12,0,1,[12288],attack,1113,0,1
10,4,1,50,0,12,0,1,[14336],attack,16,0,1
3,10,-1,50,0,12,0,1,[8192],defense,391,0,0
9,1,1,50,0,12,0,1,[13312],attack,0,0,1
4,8,-1,50,0,12,0,1,[7168],defense,2336,0,0
1,5,-1,50,0,12,0,1,[5120],defense,1788,0,0
1,5,-1,50,0,12,0,1,[6144],defense,1675,0,0
6,7,1,50,0,12,0,1,[11264],attack,60,0,1
9,7,1,50,0,12,0,1,[10240],attack,20,0,1
2,4,-1,50,0,12,0,1,[10240],defense,1644,0,0
2,10,-1,50,0,12,0,1,[5120],defense,1239,0,0
4,2,-1,50,0,12,0,1,[9216],defense,143,0,0
8,2,1,50,0,12,0,1,[12288],attack,32,0,1
8,2,1,50,0,12,0,1,[12288],attack,30,0,1
10,2,1,50,0,12,0,1,[14336],attack,24,0,1
2,8,-1,50,0,12,0,1,[7168],defense,553,0,0
4,2,1,50,0,12,0,1,[9216],defense,52,0,1
3,1,1,50,0,12,0,1,[9216],defense,57,0,1
8,4,1,50,0,12,0,1,[11264],attack,48,0,1
8,10,-1,50,0,12,0,1,[12288],attack,682,0,0
4,7,-1,50,0,12,0,1,[10240],attack,652,0,0
4,9,-1,50,0,12,0,1,[7168],defense,61,0,0
3,9,-1,50,0,12,0,1,[7168],defense,681,0,0
10,3,1,50,0,12,0,1,[14336],attack,0,0,1
1,7,-1,50,0,12,0,1,[6144],defense,1016,0,0
5,1,1,50,0,12,0,1,[9216],defense,0,0,1
6,1,1,50,0,12,0,1,[9216],defense,47,0,1
9,10,-1,50,0,12,0,1,[12288],attack,1020,0,0
6,3,1,50,0,12,0,1,[14336],attack,0,0,1
3,8,-1,50,0,12,0,1,[7168],defense,1688,0,0
9,7,1,50,0,12,0,1,[10240],attack,31,0,1
5,1,1,50,0,12,0,1,[8192],defense,0,0,1
1,7,-1,50,0,12,0,1,[6144],defense,1390,0,0
1,8,-1,50,0,12,0,1,[6144],defense,371,0,0
8,4,1,50,0,12,0,1,[14336],attack,0,0,1
10,9,1,50,0,12,0,1,[14336],attack,49,0,1
1,8,-1,50,0,12,0,1,[5120],defense,218,0,0
3,4,-1,50,0,12,0,1,[9216],defense,217,0,0
2,10,-1,50,0,12,0,1,[11264],attack,179,0,0
4,2,-1,50,0,12,0,1,[8192],defense,1373,0,0
5,1,1,50,0,12,0,1,[8192],defense,0,0,1
10,2,1,50,0,12,0,1,[12288],attack,870,0,1
3,5,-1,50,0,12,0,1,[8192],defense,1213,0,0
7,2,1,50,0,12,0,1,[13312],attack,0,0,1
3,8,-1,50,0,12,0,1,[10240],defense,945,0,0
2,5,-1,50,0,12,0,1,[5120],defense,145,0,0
3,9,-1,50,0,12,0,1,[7168],attack,0,0,0
8,10,1,50,0,12,0,1,[12288],attack,107,0,1
10,1,1,50,0,12,0,1,[14336],attack,49,0,1
7,3,-1,50,0,12,0,1,[12288],attack,928,0,0
3,7,-1,50,0,12,0,1,[8192],defense,1598,0,0
3,9,-1,50,0,12,0,1,[7168],defense,219,0,0
5,7,1,50,0,12,0,1,[11264],attack,114,0,1
4,7,1,50,0,12,0,1,[11264],attack,149,0,1
2,4,-1,50,0,12,0,1,[7168],defense,870,0,0
5,6,-1,50,0,12,0,1,[10240],attack,527,0,0
5,1,-1,50,0,12,0,1,[9216],defense,144,0,0
5,3,1,50,0,12,0,1,[9216],defense,0,0,1
3,8,-1,50,0,12,0,1,[7168],defense,340,0,0
1,7,-1,50,0,12,0,1,[6144],defense,84,0,0
3,7,-1,50,0,12,0,1,[7168],defense,124,0,0
7,4,-1,50,0,12,0,1,[12288],attack,1262,0,0
7,9,-1,50,0,12,0,1,[12288],attack,648,0,0
2,8,-1,50,0,12,0,1,[9216],defense,752,0,0
4,2,-1,50,0,12,0,1,[8192],defense,293,0,0
3,5,-1,50,0,12,0,1,[6144],defense,1019,0,0
6,10,-1,50,0,12,0,1,[12288],attack,1564,0,0
3,7,-1,50,0,12,0,1,[6144],defense,1591,0,0
10,3,1,50,0,12,0,1,[14336],attack,35,0,1
2,10,-1,50,0,12,0,1,[8192],defense,232,0,0
4,5,-1,50,0,12,0,1,[7168],defense,972,0,0
10,3,1,50,0,12,0,1,[14336],attack,0,0,1
5,10,-1,50,0,12,0,1,[9216],defense,521,0,0
3,3,-1,50,0,12,0,1,[9216],defense,626,0,0
2,10,-1,50,0,12,0,1,[5120],defense,1317,0,0
9,10,1,50,0,12,0,1,[12288],attack,86,0,1
2,10,-1,50,0,12,0,1,[5120],defense,450,0,0
4,9,-1,50,0,12,0,1,[10240],attack,682,0,0
9,4,1,50,0,12,0,1,[12288],attack,0,0,1
2,5,-1,50,0,12,0,1,[7168],defense,1723,0,0
2,8,-1,50,0,12,0,1,[7168],defense,177,0,0
8,4,1,50,0,12,0,1,[10240],attack,608,0,1
2,5,-1,50,0,12,0,1,[5120],defense,507,0,0
3,9,-1,50,0,12,0,1,[8192],defense,1717,0,0
3,1,-1,50,0,12,0,1,[8192],defense,230,0,0
10,5,1,50,0,12,0,1,[9216],attack,0,0,1
2,9,-1,50,0,12,0,1,[6144],defense,996,0,0
9,2,1,50,0,12,0,1,[14336],attack,38,0,1
3,7,-1,50,0,12,0,1,[8192],attack,188,0,0
3,1,1,50,0,12,0,1,[8192],defense,0,0,1
9,5,1,50,0,12,0,1,[14336],attack,0,0,1
9,8,1,50,0,12,0,1,[13312],attack,221,0,1
10,3,1,50,0,12,0,1,[14336],attack,127,0,1
9,8,1,50,0,12,0,1,[10240],attack,63,0,1
2,10,-1,50,0,12,0,1,[7168],attack,956,0,0
9,4,1,50,0,12,0,1,[13312],attack,60,0,1
7,10,-1,50,0,12,0,1,[12288],attack,273,0,0
7,3,-1,50,0,12,0,1,[14336],attack,751,0,0
8,1,1,50,0,12,0,1,[10240],attack,0,0,1
8,2,1,50,0,12,0,1,[14336],attack,0,0,1
8,9,1,50,0,12,0,1,[12288],attack,96,0,0
3,9,-1,50,0,12,0,1,[7168],defense,0,0,0
8,10,-1,50,0,12,0,1,[10240],attack,41,0,0
9,8,1,50,0,12,0,1,[14336],attack,39,0,1
8,3,1,50,0,12,0,1,[11264],attack,92,0,1
3,7,-1,50,0,12,0,1,[11264],defense,66,0,0
8,9,-1,50,0,12,0,1,[12288],attack,138,0,0
8,4,-1,50,0,12,0,1,[11264],attack,540,0,1
4,7,1,50,0,12,0,1,[6144],defense,0,0,0
2,6,-1,50,0,12,0,1,[5120],defense,1547,0,0
6,10,-1,50,0,12,0,1,[11264],attack,122,0,0
8,10,1,50,0,12,0,1,[12288],attack,175,0,0
4,8,-1,50,0,12,0,1,[5120],attack,363,0,0
7,4,1,50,0,12,0,1,[11264],attack,0,0,1
8,4,1,50,0,12,0,1,[12288],attack,0,0,1
10,5,1,50,0,12,0,1,[14336],attack,67,0,1
3,10,1,50,0,12,0,1,[8192],defense,83,0,1
2,5,-1,50,0,12,0,1,[5120],defense,1150,0,0
7,7,-1,50,0,12,0,1,[11264],defense,421,0,0
3,7,-1,50,0,12,0,1,[7168],defense,964,0,0
4,6,-1,50,0,12,0,1,[8192],defense,1078,0,0
2,8,-1,50,0,12,0,1,[6144],defense,142,0,0
8,1,1,50,0,12,0,1,[11264],attack,154,0,1
9,8,-1,50,0,12,0,1,[13312],attack,6,0,0
3,6,-1,50,0,12,0,1,[7168],defense,1082,0,0
3,9,-1,50,0,12,0,1,[7168],defense,0,0,0
2,5,-1,50,0,12,0,1,[7168],defense,2094,0,0
9,2,1,50,0,12,0,1,[12288],attack,25,0,1
8,4,1,50,0,12,0,1,[14336],attack,113,0,0
4,3,-1,50,0,12,0,1,[7168],defense,516,0,0
3,3,-1,50,0,12,0,1,[14336],defense,1354,0,0
3,9,-1,50,0,12,0,1,[7168],attack,1292,0,0
4,4,-1,50,0,12,0,1,[10240],attack,1292,0,0
3,7,-1,50,0,12,0,1,[9216],defense,258,0,0
1,5,-1,50,0,12,0,1,[5120],defense,473,0,0
4,4,1,50,0,12,0,1,[10240],defense,887,0,1
3,9,-1,50,0,12,0,1,[7168],defense,0,0,0
9,5,1,50,0,12,0,1,[14336],attack,0,0,1
8,3,1,50,0,12,0,1,[13312],attack,44,0,1
10,9,1,50,0,12,0,1,[14336],attack,55,0,1
8,4,1,50,0,12,0,1,[12288],attack,833,0,1
8,4,1,50,0,12,0,1,[14336],attack,68,0,1
4,1,1,50,0,12,0,1,[6144],defense,0,0,1
9,8,1,50,0,12,0,1,[11264],attack,0,0,1
4,5,1,50,0,12,0,1,[9216],defense,99,0,1
8,1,1,50,0,12,0,1,[8192],attack,40,0,1
2,4,-1,50,0,12,0,1,[5120],defense,1082,0,0
8,7,1,50,0,12,0,1,[11264],attack,82,0,1
4,8,-1,50,0,12,0,1,[9216],defense,219,0,0
6,7,1,50,0,12,0,1,[11264],attack,104,0,1
2,10,-1,50,0,12,0,1,[9216],defense,303,0,0
3,5,-1,50,0,12,0,1,[7168],defense,1537,0,0
2,10,-1,50,0,12,0,1,[5120],defense,266,0,0
6,3,1,50,0,12,0,1,[9216],defense,0,0,1
2,7,-1,50,0,12,0,1,[5120],defense,321,0,0
5,3,1,50,0,12,0,1,[9216],attack,10,0,1
2,5,-1,50,0,12,0,1,[5120],defense,1090,0,0
10,5,1,50,0,12,0,1,[14336],attack,26,0,1
3,5,-1,50,0,12,0,1,[8192],defense,1218,0,0
8,10,1,50,0,12,0,1,[13312],attack,92,0,1
3,4,-1,50,0,12,0,1,[12288],attack,1191,0,0
4,10,-1,50,0,12,0,1,[7168],defense,1738,0,0
9,5,1,50,0,12,0,1,[11264],attack,0,0,1
8,10,-1,50,0,12,0,1,[13312],attack,101,0,0
3,8,-1,50,0,12,0,1,[10240],attack,1313,0,0
3,7,-1,50,0,12,0,1,[7168],defense,1701,0,0
10,3,1,50,0,12,0,1,[14336],attack,134,0,1
3,6,1,50,0,12,0,1,[9216],attack,0,0,1
1,9,-1,50,0,12,0,1,[7168],defense,0,0,0
8,8,-1,50,0,12,0,1,[13312],attack,1019,0,0
3,10,-1,50,0,12,0,1,[8192],defense,307,0,0
2,5,-1,50,0,12,0,1,[8192],defense,1175,0,0
8,1,1,50,0,12,0,1,[10240],attack,0,0,1
7,10,1,50,0,12,0,1,[12288],attack,0,0,1
5,5,1,50,0,12,0,1,[13312],attack,3,0,1
4,3,-1,50,0,12,0,1,[5120],defense,1858,0,0
4,7,-1,50,0,12,0,1,[9216],defense,119,0,0
9,4,1,50,0,12,0,1,[14336],attack,0,0,1
6,5,-1,50,0,12,0,1,[9216],defense,2448,0,0
5,7,1,50,0,12,0,1,[9216],defense,608,0,1
4,6,-1,50,0,12,0,1,[10240],defense,714,0,0
9,8,1,50,0,12,0,1,[13312],attack,282,0,0
4,1,-1,50,0,12,0,1,[7168],defense,925,0,0
5,2,1,50,0,12,0,1,[9216],defense,122,0,1
8,4,1,50,0,12,0,1,[11264],attack,76,0,1
9,1,1,50,0,12,0,1,[13312],attack,0,0,1
4,10,-1,50,0,12,0,1,[9216],defense,306,0,0
1,8,-1,50,0,12,0,1,[6144],defense,2177,0,0
4,9,-1,50,0,12,0,1,[7168],defense,1437,0,0
5,1,-1,50,0,12,0,1,[9216],defense,83,0,0
3,6,-1,50,0,12,0,1,[7168],defense,1419,0,0
1,10,-1,50,0,12,0,1,[5120],defense,1176,0,0
5,3,1,50,0,12,0,1,[9216],defense,103,0,1
3,10,-1,50,0,12,0,1,[6144],defense,286,0,0
3,7,-1,50,0,12,0,1,[6144],defense,101,0,0
7,4,1,50,0,12,0,1,[12288],attack,65,0,1
9,8,1,50,0,12,0,1,[13312],attack,0,0,1
8,8,1,50,0,12,0,1,[11264],attack,73,0,1
7,4,-1,50,0,12,0,1,[12288],attack,556,0,0
9,8,1,50,0,12,0,1,[14336],attack,78,0,1
3,5,-1,50,0,12,0,1,[5120],defense,861,0,0
8,4,1,50,0,12,0,1,[12288],attack,754,0,1
9,4,1,50,0,12,0,1,[14336],attack,0,0,1
4,9,-1,50,0,12,0,1,[8192],defense,206,0,0
8,2,1,50,0,12,0,1,[11264],attack,47,0,1
10,3,1,50,0,12,0,1,[14336],attack,116,0,1
3,8,-1,50,0,12,0,1,[5120],defense,2205,0,0
4,3,-1,50,0,12,0,1,[5120],defense,913,0,0
2,5,-1,50,0,12,0,1,[5120],defense,1357,0,0
10,3,1,50,0,12,0,1,[14336],attack,0,0,1
10,8,1,50,0,12,0,1,[12288],attack,235,0,1
3,5,-1,50,0,12,0,1,[8192],defense,202,0,0
3,7,1,50,0,12,0,1,[9216],defense,24,0,0
9,8,1,50,0,12,0,1,[12288],attack,0,0,1
4,4,-1,50,0,12,0,1,[9216],defense,1364,0,0
4,6,-1,50,0,12,0,1,[7168],defense,1630,0,0
5,1,1,50,0,12,0,1,[11264],defense,26,0,1
9,2,1,50,0,12,0,1,[13312],attack,16,0,1
8,1,1,50,0,12,0,1,[12288],attack,0,0,1
3,10,-1,50,0,12,0,1,[8192],defense,60,0,0
4,7,-1,50,0,12,0,1,[10240],attack,554,0,0
3,2,-1,50,0,12,0,1,[12288],attack,218,0,0
4,9,-1,50,0,12,0,1,[7168],defense,203,0,0
7,10,-1,50,0,12,0,1,[12288],attack,153,0,0
8,4,-1,50,0,12,0,1,[10240],attack,1107,0,0
4,3,-1,50,0,12,0,1,[9216],defense,1262,0,0
9,10,-1,50,0,12,0,1,[12288],attack,208,0,0
2,5,-1,50,0,12,0,1,[5120],defense,147,0,0
8,4,1,50,0,12,0,1,[11264],attack,0,0,1
9,7,1,50,0,12,0,1,[10240],attack,52,0,0
1,5,-1,50,0,12,0,1,[6144],defense,1371,0,0
3,5,-1,50,0,12,0,1,[6144],defense,299,0,0
10,10,-1,50,0,12,0,1,[9216],defense,510,0,0
9,8,1,50,0,12,0,1,[13312],attack,62,0,1
8,5,-1,50,0,12,0,1,[10240],attack,1328,0,0
2,8,-1,50,0,12,0,1,[5120],defense,1547,0,0
2,8,-1,50,0,12,0,1,[5120],defense,1483,0,0
4,1,1,50,0,12,0,1,[8192],defense,0,0,1
9,7,-1,50,0,12,0,1,[9216],attack,284,0,0
1,7,-1,50,0,12,0,1,[6144],defense,414,0,0
9,2,1,50,0,12,0,1,[13312],attack,6,0,1
3,3,-1,50,0,12,0,1,[6144],defense,1514,0,0
4,7,1,50,0,12,0,1,[9216],defense,0,0,1
4,3,1,50,0,12,0,1,[7168],defense,0,0,1
3,6,-1,50,0,12,0,1,[8192],defense,1471,0,0
10,5,1,50,0,12,0,1,[14336],attack,0,0,1
3,10,-1,50,0,12,0,1,[8192],defense,349,0,0
7,7,-1,50,0,12,0,1,[11264],attack,143,0,1
10,3,1,50,0,12,0,1,[14336],attack,0,0,1
10,3,1,50,0,12,0,1,[12288],attack,189,0,1
8,8,-1,50,0,12,0,1,[10240],attack,1491,0,0
7,4,1,50,0,12,0,1,[12288],attack,0,0,1
4,8,-1,50,0,12,0,1,[7168],defense,369,0,0
9,10,-1,50,0,12,0,1,[14336],attack,133,0,0
8,10,-1,50,0,12,0,1,[12288],attack,134,0,0
2,9,-1,50,0,12,0,1,[7168],defense,618,0,0
4,8,-1,50,0,12,0,1,[9216],defense,290,0,0
3,6,-1,50,0,12,0,1,[7168],defense,1379,0,0
8,7,-1,50,0,12,0,1,[9216],defense,0,0,0
9,8,1,50,0,12,0,1,[13312],attack,111,0,1
3,5,-1,50,0,12,0,1,[5120],attack,718,0,0
9,8,1,50,0,12,0,1,[7168],attack,103,0,1
10,5,1,50,0,12,0,1,[14336],attack,52,0,1
6,5,1,50,0,12,0,1,[8192],defense,0,0,1
6,5,1,50,0,12,0,1,[13312],attack,78,0,1
4,5,1,50,0,12,0,1,[14336],defense,0,0,1
7,7,-1,50,0,12,0,1,[10240],attack,227,0,1
6,10,-1,50,0,12,0,1,[5120],defense,1724,0,0
2,8,-1,50,0,12,0,1,[7168],defense,1421,0,0
7,4,1,50,0,12,0,1,[11264],attack,0,0,1
3,5,-1,50,0,12,0,1,[6144],defense,1507,0,0
6,1,1,50,0,12,0,1,[8192],defense,0,0,1
7,4,1,50,0,12,0,1,[13312],attack,57,0,1
5,10,-1,50,0,12,0,1,[7168],defense,287,0,0
4,6,-1,50,0,12,0,1,[7168],defense,906,0,0
10,5,1,50,0,12,0,1,[14336],attack,97,0,1
3,6,-1,50,0,12,0,1,[6144],defense,1405,0,0
1,8,-1,50,0,12,0,1,[7168],defense,2219,0,0
6,5,1,50,0,12,0,1,[8192],defense,0,0,1
4,5,1,50,0,12,0,1,[12288],attack,0,0,1
4,3,1,50,0,12,0,1,[9216],attack,0,0,1
4,10,-1,50,0,12,0,1,[8192],defense,1602,0,0
8,8,-1,50,0,12,0,1,[12288],attack,1359,0,0
2,7,-1,50,0,12,0,1,[5120],defense,1264,0,0
9,7,1,50,0,12,0,1,[10240],attack,0,0,1
8,10,1,50,0,12,0,1,[13312],attack,197,0,1
8,1,1,50,0,12,0,1,[12288],attack,5,0,1
3,10,-1,50,0,12,0,1,[8192],defense,187,0,0
8,1,1,50,0,12,0,1,[12288],attack,11,0,1
3,7,-1,50,0,12,0,1,[8192],defense,243,0,0
9,9,1,50,0,12,0,1,[12288],attack,659,0,1
5,10,1,50,0,12,0,1,[9216],defense,304,0,1
4,1,-1,50,0,12,0,1,[7168],defense,373,0,0
2,5,-1,50,0,12,0,1,[7168],defense,1419,0,0
2,6,-1,50,0,12,0,1,[7168],defense,1182,0,0
5,10,-1,50,0,12,0,1,[9216],defense,411,0,0
3,9,-1,50,0,12,0,1,[7168],defense,217,0,0
3,3,-1,50,0,12,0,1,[7168],defense,627,0,0
4,1,-1,50,0,12,0,1,[8192],defense,281,0,0
9,8,1,50,0,12,0,1,[13312],attack,185,0,1
4,7,1,50,0,12,0,1,[9216],defense,0,0,0
2,8,-1,50,0,12,0,1,[5120],defense,206,0,0
7,7,1,50,0,12,0,1,[10240],attack,0,0,1
8,2,1,50,0,12,0,1,[12288],attack,128,0,1
4,4,-1,50,0,12,0,1,[5120],defense,1017,0,0
1,5,-1,50,0,12,0,1,[5120],defense,981,0,0
8,4,1,50,0,12,0,1,[13312],attack,29,0,1
8,8,1,50,0,12,0,1,[11264],attack,120,0,1
6,7,-1,50,0,12,0,1,[11264],attack,222,0,1
10,1,1,50,0,12,0,1,[14336],attack,139,0,1
3,9,-1,50,0,12,0,1,[7168],defense,1223,0,0
4,1,-1,50,0,12,0,1,[6144],defense,0,0,1
2,8,-1,50,0,12,0,1,[7168],defense,364,0,0
2,7,-1,50,0,12,0,1,[5120],defense,1180,0,0
5,3,1,50,0,12,0,1,[9216],defense,40,0,1
5,10,-1,50,0,12,0,1,[9216],defense,535,0,0
8,9,1,50,0,12,0,1,[12288],attack,54,0,1
9,4,1,50,0,12,0,1,[13312],attack,26,0,1
3,5,-1,50,0,12,0,1,[6144],defense,1186,0,0
4,8,-1,50,0,12,0,1,[7168],defense,161,0,1
1,5,-1,50,0,12,0,1,[7168],defense,386,0,0
3,10,-1,50,0,12,0,1,[9216],defense,245,0,0
4,2,1,50,0,12,0,1,[8192],defense,13,0,1
3,5,1,50,0,12,0,1,[8192],defense,1246,0,0
10,8,1,50,0,12,0,1,[13312],attack,77,0,1
5,7,-1,50,0,12,0,1,[11264],attack,1226,0,0
9,4,1,50,0,12,0,1,[11264],attack,0,0,1
8,4,1,50,0,12,0,1,[14336],attack,0,0,1
5,1,1,50,0,12,0,1,[7168],defense,182,0,1
3,1,1,50,0,12,0,1,[11264],defense,17,0,1
5,5,-1,50,0,12,0,1,[9216],defense,1472,0,0
3,3,-1,50,0,12,0,1,[7168],defense,60,0,1
4,8,-1,50,0,12,0,1,[10240],attack,1055,0,0
10,1,1,50,0,12,0,1,[14336],attack,0,0,1
4,8,-1,50,0,12,0,1,[10240],defense,1609,0,0
10,3,1,50,0,12,0,1,[14336],attack,0,0,1
3,7,-1,50,0,12,0,1,[7168],defense,47,0,0
3,5,-1,50,0,12,0,1,[7168],defense,1723,0,0
2,7,-1,50,0,12,0,1,[6144],defense,150,0,0
4,9,-1,50,0,12,0,1,[7168],defense,0,0,0
10,5,1,50,0,12,0,1,[14336],attack,0,0,1
6,10,-1,50,0,12,0,1,[9216],defense,400,0,0
3,6,-1,50,0,12,0,1,[7168],defense,201,0,0
10,5,1,50,0,12,0,1,[14336],attack,0,0,1
5,7,-1,50,0,12,0,1,[10240],attack,1297,0,0
3,8,-1,50,0,12,0,1,[12288],attack,788,0,0
3,5,-1,50,0,12,0,1,[8192],defense,2448,0,0
2,7,-1,50,0,12,0,1,[6144],attack,334,0,0
3,5,-1,50,0,12,0,1,[8192],defense,2448,0,0
3,8,1,50,0,12,0,1,[6144],attack,24,0,1
3,10,-1,50,0,12,0,1,[7168],defense,952,0,0
4,1,1,50,0,12,0,1,[14336],defense,0,0,1
8,7,1,50,0,12,0,1,[12288],attack,4,0,1
4,5,-1,50,0,12,0,1,[9216],defense,992,0,0
9,4,1,50,0,12,0,1,[13312],attack,44,0,1
2,2,-1,50,0,12,0,1,[6144],defense,975,0,0
